# Constructed from biom file
#OTU ID	Dwarf	Tidal	taxonomy
555cc89ee4ccee7caccfae24a9e2ca00	252.0	1506.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__MBNT15
0e044e9b47c71f006df856cac0b9b339	1710.0	21.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Alteromonadales; D_4__Marinobacteraceae; D_5__Marinobacter
39f58619226d37ea8e2ddbf69a79e9eb	0.0	1574.0	D_0__Bacteria; D_1__Dependentiae; D_2__Babeliae; D_3__Babeliales; D_4__Vermiphilaceae; D_5__uncultured bacterium; D_6__uncultured bacterium
b438c50541e6ebb003622b40a732a4af	63.0	1454.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Cellvibrionales; D_4__Halieaceae; D_5__Halioglobus
dccda4685e4229e55c952e0ce592644d	1470.0	24.0	D_0__Archaea; D_1__Euryarchaeota; D_2__Halobacteria; D_3__Halobacteriales; D_4__Haloferacaceae; D_5__Halogranum
387df6f36786c423caa25905c8d4087e	193.0	1218.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__MBNT15
e00fcb553bdb0d69cc90fbfee11f90d0	1329.0	15.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Alteromonadales; D_4__Marinobacteraceae; D_5__Marinobacter
9530a7445296fb4ba9b87a54ddc9a5f1	316.0	955.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Nitrosomonadaceae
828daaf4dc83858aca47ee2b655f443b	97.0	1113.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Sandaracinaceae
43a9fcc04b3a4eb147c202c422791ccb	63.0	1147.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Cellvibrionales; D_4__Halieaceae; D_5__Halioglobus
3cf343c736ecb8f058fb5e128949d6f1	641.0	557.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__TRA3-20; D_5__uncultured bacterium; D_6__uncultured bacterium
2679ce5cc6ed2393a11fd24f5b950072	759.0	384.0	D_0__Bacteria; D_1__Dadabacteria; D_2__Dadabacteriia; D_3__Dadabacteriales; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
77d2840c7d0fe87de1545d96257a7a1a	298.0	821.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales; D_4__Nitrincolaceae; D_5__Marinobacterium
3a02c6ea3ff3a5def11d099672657c7c	516.0	575.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured; D_6__uncultured bacterium
5d9404b4ec766342e49514ddf95d0b20	1073.0	11.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Salinisphaerales; D_4__Solimonadaceae; D_5__Panacagrimonas; D_6__uncultured bacterium
dd48bb2678004b5caa1265200267dbc2	1072.0	12.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales; D_4__Alcanivoracaceae; D_5__Alcanivorax
198be265e5545ac38e13694b7afdfb6d	1070.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Nannocystaceae
e771b4d5fd381359c747e3e01ab2a1f3	1019.0	18.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Acidimicrobiia; D_3__Actinomarinales; D_4__uncultured; D_5__uncultured bacterium; D_6__uncultured bacterium
d922a5c4e65b6011d3b5fe88be96d10f	290.0	744.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Nitrosomonadaceae
f8a6442158e2873dcd84e33163ccaafc	671.0	319.0	D_0__Bacteria; D_1__Dadabacteria; D_2__Dadabacteriia; D_3__Dadabacteriales; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
2cc1f4b8c524d762254acac6e31c5e0a	184.0	787.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae; D_5__uncultured
9219add23f25024c580c4158e1871faf	88.0	872.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Sandaracinaceae
7cc8b00804c7b2eb88489bf58c074e6c	464.0	495.0	D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Chthoniobacterales; D_4__Chthoniobacteraceae; D_5__Chthoniobacter; D_6__uncultured bacterium
50a5542e7c713cac9d676a9c16fd80a2	448.0	501.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured; D_6__uncultured bacterium
031f7803a8b45988c777f62869231c6e	0.0	939.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Hoppeia
13e657aa449a4982c163d9c3c5c27a42	930.0	5.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Salinisphaerales; D_4__Solimonadaceae; D_5__Panacagrimonas; D_6__uncultured bacterium
ae8cd012b32a24f3d6c62923e88071b3	45.0	888.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Cyclobacteriaceae; D_5__Fulvivirga
753eb53a98d22fedf2fa9eaf35a42530	498.0	431.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__TRA3-20; D_5__uncultured bacterium; D_6__uncultured bacterium
68b02f62ae542628e7b757796befbcf6	146.0	755.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Xanthobacteraceae; D_5__Pseudolabrys
b0b7d6e792e016f79bead274c129315b	155.0	743.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Cellvibrionales; D_4__Halieaceae
aca96729a958c8bd11f1094d558e4e13	852.0	45.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Steroidobacterales; D_4__Woeseiaceae; D_5__Woeseia
40cdef48b171b817dc4d032b4952aa22	869.0	26.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Cellvibrionales; D_4__Spongiibacteraceae
ce99e50d39df24e9b1e9025cc4934b10	878.0	15.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales; D_4__Alcanivoracaceae; D_5__Alcanivorax
4e720d947f791bb37476f842e03e20e1	261.0	629.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales; D_4__Nitrincolaceae; D_5__Marinobacterium
eaeab77bd00bda8057fd3cd0e73d4ce8	182.0	703.0	D_0__Archaea; D_1__Crenarchaeota; D_2__Bathyarchaeia; D_3__uncultured archaeon; D_4__uncultured archaeon; D_5__uncultured archaeon; D_6__uncultured archaeon
ce0a5cf837285bd0c570e8e825ba5cd8	802.0	63.0	D_0__Bacteria; D_1__Dadabacteria; D_2__Dadabacteriia; D_3__Dadabacteriales; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
7b75e929ee1276ecdaeaef89ae81852c	848.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Nannocystaceae
5d3208bf8490b728e593b920aeaac72b	823.0	19.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
bb0855f7cd090fe26d33182f05b54d85	596.0	246.0	D_0__Bacteria; D_1__Nitrospirae; D_2__Nitrospira; D_3__Nitrospirales; D_4__Nitrospiraceae; D_5__Nitrospira; D_6__uncultured bacterium
43a54b546e80d472e09147c11371c174	0.0	837.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Hoppeia
e5b8c4b89b9604fad7d18af0c2e0c6a2	805.0	17.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Acidimicrobiia; D_3__Actinomarinales; D_4__uncultured; D_5__uncultured bacterium; D_6__uncultured bacterium
bb31d104c023870e17dd1401a26ea154	129.0	649.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae; D_5__uncultured
2c8e4e605af5037a740a0eacc371c3a6	750.0	25.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Dehalococcoidia; D_3__S085; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
6b6004f1a4709e33978d1b3135b4a9e7	31.0	727.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Cyclobacteriaceae; D_5__Fulvivirga
2160f812dc0046e87dfab78614dd76b3	95.0	654.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
2741978ff68c889b3805f23b56e383c0	36.0	713.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__B2M28; D_4__uncultured gamma proteobacterium; D_5__uncultured gamma proteobacterium; D_6__uncultured gamma proteobacterium
acb0c288c452930c686503e3910dd282	48.0	699.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae; D_5__SEEP-SRB1
0155424741c76ee1e4ebbf304743772f	57.0	687.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae; D_5__SEEP-SRB1
0c9f855fdac3bb36bbc551688ee2f08a	95.0	646.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
95e2b539d6cae6dbcc27df75bbd82b65	152.0	586.0	D_0__Archaea; D_1__Crenarchaeota; D_2__Bathyarchaeia; D_3__uncultured archaeon; D_4__uncultured archaeon; D_5__uncultured archaeon; D_6__uncultured archaeon
c9a1de80af80908464635edf939b5846	707.0	29.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Acidimicrobiia; D_3__Actinomarinales; D_4__uncultured; D_5__uncultured bacterium; D_6__uncultured bacterium
fee5bc9ef467d82e20c971dbf2f22c1e	668.0	67.0	D_0__Bacteria; D_1__Dadabacteria; D_2__Dadabacteriia; D_3__Dadabacteriales; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
5577eefd189ddf32c253cc02c3abcafe	660.0	69.0	D_0__Archaea; D_1__Thaumarchaeota; D_2__Nitrososphaeria; D_3__Nitrosopumilales; D_4__Nitrosopumilaceae; D_5__Candidatus Nitrosopumilus; D_6__uncultured archaeon
ecf0291aab1b4e7cb475d61471d55c69	508.0	215.0	D_0__Bacteria; D_1__Nitrospirae; D_2__Nitrospira; D_3__Nitrospirales; D_4__Nitrospiraceae; D_5__Nitrospira; D_6__uncultured bacterium
537508c594f69db65ab34feb51be1ccb	99.0	611.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Cyclobacteriaceae; D_5__uncultured
54626c602a8e0bd28bbe7f0d159d33b2	706.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
92976aafec19682673cf5a0c6e52368c	672.0	33.0	D_0__Bacteria; D_1__Rokubacteria; D_2__NC10; D_3__Methylomirabilales; D_4__Methylomirabilaceae; D_5__wb1-A12; D_6__uncultured bacterium
6551c20fc6c2853d18537c55462395cc	700.0	0.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Acidimicrobiia; D_3__Actinomarinales; D_4__uncultured; D_5__uncultured bacterium; D_6__uncultured bacterium
9fd77bed8d74f9667d2bc387bd14e35e	0.0	696.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Cyclobacteriaceae; D_5__Fulvivirga
da19f0b478adabee4496b9be63ddd979	93.0	601.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Xanthobacteraceae; D_5__Pseudolabrys; D_6__uncultured bacterium
3437fc7dd4143a9517637a64eb0a72df	674.0	15.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
980c8d88fcbca03a3139e11e1525131d	173.0	516.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Nitrosomonadaceae; D_5__MND1; D_6__uncultured bacterium
2ab484eb229e5632f6c25069e2037cef	35.0	651.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae
2c2cd3c03a541a5edd3c0e7f159a567d	31.0	652.0	D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Chthoniobacterales; D_4__Chthoniobacteraceae; D_5__Chthoniobacter
b87dc70d6ff6af72936370a4b196e6d8	537.0	144.0	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Planctomycetales; D_4__Gimesiaceae; D_5__uncultured; D_6__uncultured planctomycete
983f97caba3cc1a2c5e283c9309b46b2	0.0	671.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Nitrosomonadaceae; D_5__MND1; D_6__uncultured bacterium
3b019eba54e914d2edc83fe8e28c690c	103.0	563.0	D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Pedosphaerales; D_4__Pedosphaeraceae; D_5__uncultured bacterium; D_6__uncultured bacterium
761b4e6324a756e8d8047559602c4827	659.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Cellvibrionales; D_4__Spongiibacteraceae
b421e03905fe509f05548b73a08885b9	575.0	82.0	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Planctomycetales; D_4__Gimesiaceae; D_5__uncultured; D_6__uncultured planctomycete
af5336d45581821f0d5123ff52497762	144.0	513.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Cellvibrionales; D_4__Halieaceae
056932e265ea78ae551a107235578ded	191.0	464.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Sneathiellales; D_4__Sneathiellaceae; D_5__Sneathiella; D_6__uncultured bacterium
3a9f6af415dd69befdfe8cbba74adfd0	0.0	654.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
91dcc2645edb5e29bd51227fe97be4c6	0.0	650.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Steroidobacterales; D_4__Steroidobacteraceae; D_5__uncultured
08673ec3953f4306095aff88d3736a3e	620.0	28.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Steroidobacterales; D_4__Woeseiaceae; D_5__Woeseia
96d78d0b182ff4f62e73e49543ba72cd	239.0	407.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Cellvibrionales; D_4__Microbulbiferaceae; D_5__Microbulbifer
f1148e7d57f621c1f32b05106a5f8e72	219.0	406.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Cellvibrionales; D_4__Halieaceae
d47937fed7d1e3935e4d5033b0e346aa	0.0	621.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Nannocystaceae; D_5__Enhygromyxa
f7e3c8e41aa7e9fe04977178c31cebe0	398.0	221.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured
545432e894c40f11c6ce012e34bfdf5d	52.0	562.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__OM182 clade
c5051714a1b9ff01157e9b42256e863f	0.0	613.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Nitrosomonadaceae; D_5__MND1; D_6__uncultured bacterium
c3cbf0cc26857f10405f22cbb499556b	59.0	551.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae; D_5__Desulfosarcina
059f4ea3cfa4a5a198296a174df0aed4	67.0	539.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
56f643178886c10d579296bbb110aece	177.0	424.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Sandaracinaceae; D_5__uncultured
e1cf458fe69b81c0d90ebafaa5c78298	576.0	22.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Acidimicrobiia; D_3__Actinomarinales; D_4__uncultured; D_5__uncultured bacterium; D_6__uncultured bacterium
4bce54d45cf706c211cdee06e52238e2	460.0	128.0	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Planctomycetales; D_4__Gimesiaceae; D_5__uncultured; D_6__uncultured planctomycete
a911918f6f04cf4e4fde04339800487f	27.0	561.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae
4f09e6445661cde5438b786eaba3ca69	532.0	52.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Dehalococcoidia; D_3__S085; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
c7f6b156fef11c852d26c3ececb27b55	479.0	103.0	D_0__Archaea; D_1__Thaumarchaeota; D_2__Nitrososphaeria; D_3__Nitrososphaerales; D_4__Nitrososphaeraceae; D_5__uncultured archaeon; D_6__uncultured archaeon
a74dd7350294cc8dd6bcd066dfb0fbe9	33.0	543.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__B2M28; D_4__uncultured gamma proteobacterium; D_5__uncultured gamma proteobacterium; D_6__uncultured gamma proteobacterium
af866a0d16b0b6efe983769e25bf8c28	5.0	571.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__SBR1031; D_4__A4b
12ce56b24fe505faadca076530607d38	573.0	0.0	D_0__Archaea; D_1__Thaumarchaeota; D_2__Nitrososphaeria; D_3__Nitrosopumilales; D_4__Nitrosopumilaceae; D_5__Candidatus Nitrosopumilus; D_6__uncultured archaeon
50f055f0a91e281e57b5259b32dfec61	563.0	0.0	D_0__Archaea; D_1__Thaumarchaeota; D_2__Nitrososphaeria; D_3__Nitrosopumilales; D_4__Nitrosopumilaceae; D_5__Candidatus Nitrosopumilus; D_6__uncultured archaeon
4d875699ba11f0d9b6dfc7b1f340b044	0.0	559.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Cyclobacteriaceae; D_5__Fulvivirga
3d986b6be1d6fd240dffe7061b222f27	86.0	469.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Cyclobacteriaceae; D_5__uncultured
0cce4847a85bb98358629db6514665a4	530.0	24.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Dehalococcoidia; D_3__S085; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
129213d1ebba0815fc829062cf23189c	0.0	554.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Pseudomonadales; D_4__Moraxellaceae
d8c046f807b104dbdec4a84278175dae	0.0	552.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
f5a2e8e7ae41f878486f336be803287c	547.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
eb5406887ada77bf262c77bd6eb7989a	189.0	356.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Sneathiellales; D_4__Sneathiellaceae; D_5__Sneathiella; D_6__uncultured bacterium
6583161817986189edb6adadb82964a5	211.0	333.0	D_0__Bacteria; D_1__Kiritimatiellaeota; D_2__Kiritimatiellae; D_3__Kiritimatiellales; D_4__Kiritimatiellaceae; D_5__R76-B128
038e27606adab720087b10abb2885f3e	508.0	31.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured; D_6__uncultured bacterium
d6d9fc8fd2fc92688f747f2df35683a4	0.0	539.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
abd983a74f33b2c9aa49fba36ac40d40	111.0	427.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae; D_5__Sva0081 sediment group; D_6__uncultured bacterium
25adbafd18bbd6c54d9548a56ae247a1	503.0	29.0	D_0__Bacteria; D_1__Rokubacteria; D_2__NC10; D_3__Methylomirabilales; D_4__Methylomirabilaceae; D_5__wb1-A12; D_6__uncultured bacterium
0605793dd72c26feb84d8520b584ba6d	65.0	464.0	D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Pedosphaerales; D_4__Pedosphaeraceae; D_5__uncultured bacterium; D_6__uncultured bacterium
adad6c99e205d17d2d5f185b8d197f4b	472.0	48.0	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Planctomycetales; D_4__Gimesiaceae; D_5__uncultured; D_6__uncultured planctomycete
4b342ad12cb8f4f2e7de524206f3bfc0	301.0	218.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured
9dd8e3e3df6beb21d4ebc03c45ef10da	150.0	367.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Nitrosomonadaceae; D_5__MND1
0da64b32b19ba027bd4b10ff7d16dd76	478.0	34.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Cellvibrionales; D_4__Spongiibacteraceae; D_5__Spongiibacter
55d9cb0af5f3edc48f8d8acd22936b36	510.0	0.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured
7ab1c4cf9f150dd1e05f301c57d0eb1c	468.0	42.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Nannocystaceae; D_5__Nannocystis
d036eae40625b8ce044e3fecca5d0c59	0.0	505.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Nitrosomonadaceae; D_5__IS-44
7426ce0361180f546b48d1e3ba7d7b97	17.0	486.0	D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Chthoniobacterales; D_4__Chthoniobacteraceae
b76ddc7180c579a367e14d7281bab45b	22.0	474.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae; D_5__uncultured
6587ae1681e59fcc92ce9e2a167078a4	495.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae
027624d060cd56470466777f7c83e8e8	240.0	253.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__EPR3968-O8a-Bc78
76ac490a300e00ed6ad246233414779d	0.0	490.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae; D_5__uncultured
c50e746b70fb17e0d2b928c6a234f1ed	279.0	210.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Methylophilaceae; D_5__Methylotenera
b94116b64baff3e28096db8dab615723	48.0	440.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae; D_5__Desulfosarcina
