OTU ID	N01	N02	N03	N04	N05	N06	N07	N08	N10	N11	N12	N13	N14	N15	N16	taxonomy
6a575072d7b0beec335625a8930e54fb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Planctomycetes      D_2__Planctomycetacia      D_3__Pirellulales      D_4__Pirellulaceae      D_5__uncultured 
319c23c6eec65d9236fd7d963ace1afb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Betaproteobacteriales      D_4__Burkholderiaceaeunassign
6446c1d2d0a290d5cebcb1fee55d6bf0	0	0	0	0	155	0	0	0	2385	0	0	4	0	15	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Nostocales      D_4__Coleofasciculaceaeunassign
faaa19b4c467792bc986f92945924ab0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Sphingobacteriales      D_4__env.OPS 17      D_5__uncultured bacterium 
2a7e9abe866f49ff39c8bcebd1be907b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Flavobacteriales      D_4__Crocinitomicaceae      D_5__Fluviicola 
d265cd9c509012f77ac542378ce93344	1288	0	0	25	137	0	75	0	234	0	315	13	360	14	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__Parafilimonas 
2100441c9c266964af0416d7473fc126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Verrucomicrobia      D_2__Verrucomicrobiae      D_3__Chthoniobacterales      D_4__Chthoniobacteraceae      D_5__Chthoniobacter 
fdf79b2352da82f67612a0d3fa98c598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Betaproteobacteriales      D_4__Methylophilaceae      D_5__Candidatus Methylopumilus 
de95edce22a44931c6bb3bf95220aade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Flavobacteriales      D_4__Flavobacteriaceae      D_5__Flavobacterium 
c8201e7ab3e489c57c14ee52cb1cc21d	0	2307	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Chloroplastunassignunassign
b7f7ea3299a7709add9489114daa46ec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Betaproteobacteriales      D_4__Burkholderiaceae      D_5__Limnohabitans 
988c47d941a5bad411a023ee1ed7b5d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteria      D_3__Frankiales      D_4__Sporichthyaceae      D_5__hgcI clade 
4a4f94c1786b336cc68380b4bb0ff32e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__Sediminibacterium
0e7b1f660575a3720d6994d4c92f06c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Chloroflexi      D_2__Chloroflexia      D_3__Chloroflexales      D_4__Roseiflexaceae      D_5__uncultured 
1101fc2a9d1c58d4dcead733ab1d2e37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Betaproteobacteriales      D_4__Burkholderiaceae      D_5__Polynucleobacter 
f4fdb9ecbabb26406620a17061caf3b2	3	0	0	0	0	0	0	0	83	0	6	132	1749	0	8	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Chloroplast      D_4__uncultured bacterium      D_5__uncultured bacterium 
60fc76e2a915949df10cf9833003fb29	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Sphingomonadales      D_4__Sphingomonadaceae      D_5__uncultured 
b3ff363212bff8dcfacb72ccf53d2e88	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Sphingobacteriales      D_4__NS11-12 marine group      D_5__uncultured bacterium 
3e252b6536d8d7a0a490e9fe2610930c	0	0	0	1642	0	0	0	0	0	0	44	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__Parafilimonas 
40a604ce5e271d20c8bdb4d3a0bd9715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Betaproteobacteriales      D_4__Burkholderiaceae      D_5__Limnohabitans 
ec65c6c164cf42f173c1a730038dfda8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Deltaproteobacteria      D_3__Oligoflexales      D_4__Oligoflexaceae      D_5__uncultured 
75776764065cf5111d6a186068cbb3ff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Betaproteobacteriales      D_4__Burkholderiaceae      D_5__Polynucleobacter 
c366064866eaed18a54d15640272ab34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteria      D_3__Frankiales      D_4__Sporichthyaceaeunassign
ba3a426053b1cfd12210a92631dc8cb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Betaproteobacteriales      D_4__Burkholderiaceae      D_5__Acidovorax
8ee95750c7e287ebe70f9c7f14f70752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Verrucomicrobia      D_2__Verrucomicrobiae      D_3__Methylacidiphilales      D_4__Methylacidiphilaceae      D_5__uncultured
59bd5b1929d33b8abb0ebaac275c9fc3	0	0	0	0	0	0	0	0	0	0	0	0	0	1505	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rickettsiales      D_4__Mitochondriaunassign
5b0da60509ae4ac11f4ffdc13c6c37a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1494	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Beijerinckiaceae      D_5__Methylobacterium
d11abc5044516fb2097e28719c321a55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Chloroflexi      D_2__Chloroflexia      D_3__Chloroflexales      D_4__Roseiflexaceae      D_5__uncultured 
04f162821c04a29556a8b49f933cd498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Beijerinckiaceae      D_5__FukuN57
06a459616b6514bbb9432d951470eeaf	0	264	1173	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Beijerinckiaceae      D_5__1174-901-12 
bb592cffa8bb7a940db3283d3db0f7be	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__Terrimonas 
290f31792eee70a33832429ff94bfaec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteria      D_3__Frankiales      D_4__Sporichthyaceae      D_5__hgcI clade 
42e1316d4b80dd529d81a6cc4107cd53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteria      D_3__Frankiales      D_4__Sporichthyaceae      D_5__hgcI clade 
17d5a49452a6ccbe4473c55b3f818efc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Fusobacteria      D_2__Fusobacteriia      D_3__Fusobacteriales      D_4__Fusobacteriaceae      D_5__Cetobacterium 
7f61ff35c76dfcb482c3533b241cd747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Steroidobacterales      D_4__Steroidobacteraceae      D_5__Steroidobacter
661a3c66cf41c64b6cf5f01425c5be35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Chloroflexi      D_2__Chloroflexia      D_3__Chloroflexales      D_4__Roseiflexaceae      D_5__uncultured 
a413e106591be418ca9ad70a479ea879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Synechococcales      D_4__Cyanobiaceae      D_5__Cyanobium PCC-6307
19eedde912646975442d14e0d11029cf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Gammaproteobacteria Incertae Sedis      D_4__Unknown Family      D_5__Acidibacter 
884ac3b675dc43d00481072c10544882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Synechococcales      D_4__Cyanobiaceae      D_5__Cyanobium PCC-6307
7b8de4372caf3a679852915da25f08c3	1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Xanthomonadales      D_4__Rhodanobacteraceae      D_5__Rhodanobacter 
fa18d4147f6b1476ffed36a9ced2d299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Synechococcales      D_4__Cyanobiaceae      D_5__Cyanobium PCC-6307
4715d00a2315b24a3fcc1b66ae839a94	82	232	34	128	27	0	223	56	122	0	137	68	49	122	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Beijerinckiaceae      D_5__Methylobacterium 
8a9e76ebb9ce7e88d575b706946df8ca	0	0	0	0	0	0	1252	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Acidobacteria      D_2__Acidobacteriia      D_3__Solibacterales      D_4__Solibacteraceae (Subgroup 3)      D_5__Bryobacter 
63b0272bbcb6e802570516c85a23c287	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Acidobacteria      D_2__Blastocatellia (Subgroup 4)      D_3__Blastocatellales      D_4__Blastocatellaceae      D_5__uncultured 
1a3c2911ee517b29b278267f33430237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Chloroflexi      D_2__Chloroflexia      D_3__Chloroflexales      D_4__Roseiflexaceae      D_5__uncultured
24fd7a573f5909dd9b39c67f622c324d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1221	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Chloroplastunassignunassign
053200369b0c436efe08fe4ed870383f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteria      D_3__Frankiales      D_4__Sporichthyaceae      D_5__hgcI clade 
18b96ce4d6bc8416cb21c40d0004e0d7	0	0	0	0	223	0	0	0	0	0	0	0	989	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rickettsiales      D_4__Mitochondriaunassign
9a9b89a6eb2b3a9212bdba9f3434b6cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Betaproteobacteriales      D_4__Burkholderiaceae      D_5__Ramlibacter 
27f4533769da3ca164f9f55cb216d94d	0	866	270	9	0	0	36	0	0	0	16	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Beijerinckiaceae      D_5__1174-901-12 
0aa4663de19d33cbaec31569d47cf191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Flavobacteriales      D_4__Crocinitomicaceae      D_5__Fluviicola 
9e59cbfb5efd76b113d62d16ffafb2c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Acidimicrobiia      D_3__Microtrichales      D_4__Ilumatobacteraceae      D_5__CL500-29 marine group 
3a5905e41d8db41ee90ba19a57ac0cf6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Cytophagales      D_4__Spirosomaceae      D_5__Pseudarcicella 
4f297517f0846e88e15e58c582de5cae	54	0	0	0	619	0	0	0	0	0	0	0	0	477	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Nostocales      D_4__Nostocaceae      D_5__Scytonema VB-61278
753999802d4019be718f1370c9691a18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Sphingobacteriales      D_4__NS11-12 marine group      D_5__uncultured bacterium 
c1427d1d88f4bc1bea83aac2ed75b86c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Pseudanabaenales      D_4__Pseudanabaenaceae      D_5__Pseudanabaena PCC-7429
c80644a8f7f88cdc41ef3661cbc07917	0	0	0	662	0	0	303	0	0	0	129	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Nostocales      D_4__Chroococcidiopsaceae      D_5__uncultured 
61f2cf79ac43d004accd044695606d80	28	0	0	0	108	57	0	0	404	75	0	240	78	76	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__Flavisolibacter 
a880ed2d41968971f4fce9e649b40160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Synechococcales      D_4__Cyanobiaceae      D_5__Cyanobium PCC-6307
70e000c0965f894efbb3997ebc59217c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteria      D_3__Corynebacteriales      D_4__Mycobacteriaceae      D_5__Mycobacterium
f5528868e4266d10220a150103906178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Acidimicrobiia      D_3__Microtrichales      D_4__Ilumatobacteraceae      D_5__CL500-29 marine group 
f08b4108149b06cc52c1cc1e1b8d7e69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Beijerinckiaceae      D_5__Methylocystis
8d2a29d23de2d1b6cada06bf85915274	43	0	0	0	319	0	0	99	19	131	18	23	357	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Sphingomonadales      D_4__Sphingomonadaceae      D_5__Sphingomonas
9e26d138a3890613587abedfa84cb4ba	22	0	0	304	0	0	276	0	0	0	398	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Acetobacterales      D_4__Acetobacteraceae      D_5__uncultured
1b2c41577c16f4c672a2a861e6b89b14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteria      D_3__Frankiales      D_4__Sporichthyaceae      D_5__hgcI clade 
8daa24809002247beeeb4130b91033c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteria      D_3__Frankiales      D_4__Sporichthyaceae      D_5__hgcI clade 
595a7348d492095b322756f053301b7e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Betaproteobacteriales      D_4__Burkholderiaceaeunassign
0b7bb641eb02da03ef77bafed634d3b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Acidimicrobiia      D_3__Microtrichales      D_4__Ilumatobacteraceae      D_5__CL500-29 marine group 
88b5b5240649749ca876d10823045b01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Acidimicrobiia      D_3__Microtrichales      D_4__Ilumatobacteraceae      D_5__CL500-29 marine group 
44b3382d89f76af06365ff9df317cc70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__Sediminibacterium
0c1e2398985a5329dae49a7dfe961925	0	0	391	296	0	0	76	0	0	0	157	0	0	0	0	D_0__Bacteria      D_1__Acidobacteria      D_2__Acidobacteriia      D_3__Acidobacteriales      D_4__Acidobacteriaceae (Subgroup 1)      D_5__Bryocella 
3026e73715ce1cc1278e0977c23d0fff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__Dinghuibacter 
34fd958c9fb06110cc0049b5ae2eb89d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__uncultured 
9e53e89599eceafacb339d62d1feedf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	882	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Chloroplastunassignunassign
8739f4dad4bf135f224c096b9409c013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Verrucomicrobia      D_2__Verrucomicrobiae      D_3__Chthoniobacterales      D_4__Chthoniobacteraceae      D_5__LD29 
ba659915d765adba621cfca5514395f9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	856	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__A0839      D_5__uncultured bacterium 
3fec3b2dc391502d5d02780938545181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Synechococcales      D_4__Cyanobiaceae      D_5__Cyanobium PCC-6307 
c4378ee377fbf992dfb3bce2edcdc49d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Chlamydiae      D_2__Chlamydiae      D_3__Chlamydiales      D_4__Simkaniaceae      D_5__uncultured
e5a6972210bc68d79ae87155cc9cc623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Chloroplast      D_4__uncultured bacterium      D_5__uncultured bacterium 
e9f78beb6b81444198f615430dde2a14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Betaproteobacteriales      D_4__Burkholderiaceae      D_5__uncultured 
2c1bfc84e8a153278bbfa2b7ae5c569c	0	0	0	112	0	0	435	0	0	0	261	0	0	0	0	D_0__Bacteria      D_1__Acidobacteria      D_2__Acidobacteriia      D_3__Acidobacteriales      D_4__uncultured      D_5__uncultured bacterium 
9cc0761d2958d3eaee19741b77648cbd	19	0	0	0	0	0	116	0	67	0	567	0	23	0	0	D_0__Bacteria      D_1__Acidobacteria      D_2__Acidobacteriia      D_3__Acidobacteriales      D_4__Acidobacteriaceae (Subgroup 1)      D_5__Granulicella
7218a445b4549aba69a7eafef52e20e9	0	0	0	0	0	0	492	0	0	0	298	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rickettsiales      D_4__Mitochondriaunassign
de2e741d14fc24a84e8323fe274e60a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Rhizobiales Incertae Sedis      D_5__uncultured 
abd762b85f93befd11bb8a6a26254b70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Sphingobacteriales      D_4__AKYH767unassign
8bc8d4c28bcf54e7a6455ae52c17e67f	0	743	0	0	0	0	21	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Beijerinckiaceae      D_5__1174-901-12 
a349afc68ea24812d020e0bae53ab45e	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Sphingomonadales      D_4__Sphingomonadaceae      D_5__Novosphingobium 
a39f96564c95092a7622547c6ad9ee98	432	0	0	0	175	0	0	0	0	0	0	54	76	22	0	D_0__Bacteria      D_1__Verrucomicrobia      D_2__Verrucomicrobiae      D_3__Chthoniobacterales      D_4__Chthoniobacteraceae      D_5__Candidatus Udaeobacter 
650d78236e596490ea3d32fb10dda595	0	0	0	0	0	0	85	0	9	0	645	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__Parafilimonas
